zip_code,store_name,store_street,description,original_price,new_price,discount,category1,category2,category3,category4,category5,category6,category7,category8,category9,category10,final_category
2400,Netto Tuborgvej,Tuborgvej 239,MADLAVNING 7% AMA,13.95,8,5.95,Dairy And Cold Storage,Dairy,Plant Based Alternatives,Plant Based Cream Alternatives,,,,,,,Plant Based Cream Alternatives
2400,Netto Tuborgvej,Tuborgvej 239,SKIVEOST ML ØKO H.C ANDERSEN,18.0,11,7.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,HUMMUS LA CAMPAGNA,13.75,10,3.75,Dairy And Cold Storage,Tapas Specialities,Pesto Hummus,,,,,,,,Pesto Hummus
2400,Netto Tuborgvej,Tuborgvej 239,BEARNAISESAUCE S. COOKING,12.0,5,7.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,PIZZATOPPING FALENGREEN,9.0,7,2.0,Dairy And Cold Storage,Dairy,Cheese,Shredded Cheese Toppings,,,,,,,Shredded Cheese Toppings
2400,Netto Tuborgvej,Tuborgvej 239,TZATZIKI ATHENA,18.0,14,4.0,Dairy And Cold Storage,Dairy,Yoghurt Soured Milk Products,Creme Fraiche Quark,,,,,,,Creme Fraiche Quark
2400,Netto Tuborgvej,Tuborgvej 239,FRANKF. RAMSLØG C. VOLLSTEDT,25.0,19,6.0,Dairy And Cold Storage,Bacon Sausages Toppings,Sausages,Pork Sausages,,,,,,,Pork Sausages
2400,Netto Tuborgvej,Tuborgvej 239,SKINKESALAT BORNHOLMER,15.0,8,7.0,Dairy And Cold Storage,Lunch Meats,Mayo Salads,Pork Mayo Salads,,,,,,,Pork Mayo Salads
2400,Netto Tuborgvej,Tuborgvej 239,DANABLU SKIVER CASTELLO,14.0,11,3.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tuborgvej,Tuborgvej 239,45+ ML SKIVER RIBERHUS,45.0,27,18.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tuborgvej,Tuborgvej 239,RØD I SKIVER PRIMA DONNA,34.95,11,23.95,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
2400,Netto Tuborgvej,Tuborgvej 239,LEMONADE HINDBÆ FRUGTKOMP.,12.0,9,3.0,,,,,,,,,,,
2400,Netto Tuborgvej,Tuborgvej 239,PETER LARSEN ØKO,10.0,7,3.0,Dairy And Cold Storage,Dairy,Cold Coffee Drinks Cacao,,,,,,,,Cold Coffee Drinks Cacao
2400,Netto Tuborgvej,Tuborgvej 239,ISKAFFE CHOCO PETER LARSEN,10.0,7,3.0,Dairy And Cold Storage,Dairy,Cold Coffee Drinks Cacao,,,,,,,,Cold Coffee Drinks Cacao
2400,Netto Tuborgvej,Tuborgvej 239,45+ ML SKIVER KLOVBORG,45.0,26,19.0,Dairy And Cold Storage,Dairy,Cheese,Sliced Cheese,,,,,,,Sliced Cheese
